OBJECTID,NAME,TERM_ID,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,WEBSITE,EXSTARS_I,OWNER,OPERATOR,POSREL,COMMODITY,CAPACITY,TRUCK_IN,TRUCK_OUT,MARINE_IN,MARINE_OUT,RAIL_IN,RAIL_OUT,PIPE_IN,PIPE_OUT,ASPHALT,CHEMICALS,PROPANE,BUTANE,REFINED,ETHANOL,BIODIESEL,CRUDE_OIL,JETFUEL,GASOLINE,DISTILLATE,AVGAS,RENEWABLE_DIESEL
1485,KINDER MORGAN TERMINALS - SELMA 4,ANLTK37040,4086 BUFFALO ROAD,SELMA,NC,27576,NOT AVAILABLE,(919) 965-5232,BULK TERMINAL,IN SERVICE,JOHNSTON,37101,35.552251,-78.301044,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.kindermorgan.com,T-56-NC-2034,Kinder Morgan,Kinder Morgan,WITHIN 40 FEET,"REFINED, CHEMICALS",139355,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1486,"MAGELLAN MIDSTREAM PARTNERS, L.P.",ANLTK37041,4414 BUFFALO ROAD,SELMA,NC,27576,NOT AVAILABLE,(919) 965-5217,BULK TERMINAL,IN SERVICE,JOHNSTON,37101,35.555689,-78.296642,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.magellanlp.com/,T-56-NC-2036,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,347063,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1487,MARATHON PETROLEUM COMPANY LLC - SELMA NC MOC 1,ANLTK37042,2555 WEST OAK STREET,SELMA,NC,27576,NOT AVAILABLE,(919) 965-8448,BULK TERMINAL,IN SERVICE,JOHNSTON,37101,35.55366,-78.307331,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-56-NC-2031,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",346971,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1488,TRANSMONTAIGNE (HESS),ANLTK37043,2427 WEST OAK STREET,SELMA,NC,27576,NOT AVAILABLE,(919) 965-9027,BULK TERMINAL,IN SERVICE,JOHNSTON,37101,35.553045,-78.305762,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.transmontaigne.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,170600,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1489,"TRANSMONTAIGNE OPERATING COMPANY, LP - SELMA N TERMINAL",ANLTK37044,2600 WEST OAK STREET,SELMA,NC,27576,NOT AVAILABLE,(919) 965-9442,BULK TERMINAL,IN SERVICE,JOHNSTON,37101,35.552404,-78.309913,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.transmontaigne.com,T-56-NC-2028,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",529000,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1490,"ALLIED TERMINALS, INC",ANLTK37045,2005 NORTH 6TH STREET,WILMINGTON,NC,28401,NOT AVAILABLE,(910) 762-8588,MARINE TERMINAL,IN SERVICE,NEW HANOVER,37129,34.259865,-77.946358,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, ASPHALT, CHEMICALS",1049880,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1491,"APEX OIL COMPANY, INCORPORATED - TERMINAL DIVISION",ANLTK37046,3314 RIVER ROAD,WILMINGTON,NC,28412,NOT AVAILABLE,(910) 799-0030,MARINE TERMINAL,IN SERVICE,NEW HANOVER,37129,34.18749,-77.952511,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-56-NC-2043,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,943236,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1492,CITGO ASPHALT REFINING COMPANY & FLINT HILL RESOURCES (BOTH OWNED BY KOCH OIL),ANLTK37047,3345 RIVER ROAD,WILMINGTON,NC,28412,NOT AVAILABLE,(910) 799-0180,ASPHALT TERMINAL,IN SERVICE,NEW HANOVER,37129,34.182778,-77.950224,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.citgo.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"ASPHALT, CHEMICALS",400000,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1493,CTI OF NC INC,ANLTK37048,1002 SOUTH FRONT STREET,WILMINGTON,NC,28401,NOT AVAILABLE,(910) 251-1020,MARINE TERMINAL,IN SERVICE,NEW HANOVER,37129,34.221633,-77.949026,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,T-56-NC-2039,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CHEMICALS,372712,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1494,EXXON CHEMICAL COMPANY(OPERATOR VOPAK) - SOUTH WILMINGTON TERMINAL,ANLTK37049,3340 RIVER ROAD,WILMINGTON,NC,28412,NOT AVAILABLE,(910) 763-0104,BULK TERMINAL,IN SERVICE,NEW HANOVER,37129,34.177831,-77.951344,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.exxonmobil.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",1103692,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1495,FLINT HILLS RESOURCES L.P.,ANLTK37050,3308 RIVER ROAD,WILMINGTON,NC,28412,NOT AVAILABLE,(910) 799-0180,MARINE TERMINAL,IN SERVICE,NEW HANOVER,37129,34.189368,-77.947718,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.fhr.com,T-56-NC-2041,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, ASPHALT, CHEMICALS",165000,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO
1496,"BUCKEYE TERMINALS, LLC - WILMINGTON TERMINAL",ANLTK37051,1312 SOUTH FRONT STREET,WILMINGTON,NC,28401,NOT AVAILABLE,(910) 763-5123,MARINE TERMINAL,IN SERVICE,NEW HANOVER,37129,34.218822,-77.948529,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.buckeye.com,T-56-NC-2037,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, CHEMICALS",602734,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1497,KINDER MORGAN TERMINALS - WOODBINE STREET TERMINAL,ANLTK37052,1710 WOODBINE STREET,WILMINGTON,NC,28401,NOT AVAILABLE,(910) 763-0104,MARINE TERMINAL,IN SERVICE,NEW HANOVER,37129,34.209484,-77.952118,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.kindermorgan.com,T-56-NC-2044,Kinder Morgan,Kinder Morgan,WITHIN 40 FEET,"REFINED, ASPHALT, CHEMICALS",818883,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
1498,ABERDEEN - NGL,ANLTK37053,108 VANN PLACE,ABERDEEN,NC,28315,8612,(910) 944-3066,LPG TERMINAL,IN SERVICE,MOORE,37125,35.143,-79.45042,424710,PETROLEUM BULK STATIONS AND TERMINALS,RIGHT-TO-KNOW NETWORK,http://www.rtknet.org,NONE,ENTERPRISE PRODTS OPERATING LP,FERRELLGAS PARTNERS LP,WITHIN 40 FEET,REFINED,20086,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO
1499,ALBEMARLE,ANLTK37054,221 SNUGGS ST,ALBEMARLE,NC,28001,NOT AVAILABLE,(704) 982-2225,ASPHALT TERMINAL,IN SERVICE,STANLY,37167,35.371453,-80.200725,324121,ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,EIA,www.jtrussellandsons.com,NONE,J T RUSSELL & SONS INC,J T RUSSELL & SONS INC,WITHIN 40 FEET,ASPHALT,-999,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1500,JT RUSSELL & SONS INCORPORATED - DENTON,ANLTK37055,18846 NC HWY 8,DENTON,NC,27239,NOT AVAILABLE,(336) 859-0902,ASPHALT TERMINAL,IN SERVICE,DAVIDSON,37057,35.613401,-80.17784,324121,ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,EIA,http://www.jtrussellandsons.com/,NONE,ECO-ENERGY DISTRIBUTION SERVICES LLC,NOT AVAILABLE,WITHIN 40 FEET,ASPHALT,-999,YES,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1501,MOREHEAD CITY,ANLTK37056,107 ARENDELL ST,MOREHEAD CITY,NC,28557,NOT AVAILABLE,(252) 222-3332,ASPHALT TERMINAL,IN SERVICE,CARTERET,37031,34.721139,-76.697019,324121,ASPHALT PAVING MIXTURE AND BLOCK MANUFACTURING,EIA,http://www.asphalt-emulsion.com,NONE,ASPHALT EMULSIONS LLC,NOT AVAILABLE,WITHIN 40 FEET,ASPHALT,-999,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1502,SYLVA -NGL,ANLTK37057,2805 SKYLAND DR,SYLVA,NC,28779,NOT AVAILABLE,(828) 631-9174,LPG TERMINAL,IN SERVICE,JACKSON,37099,35.40120238,-83.18010449,424710,PETROLEUM BULK STATIONS AND TERMINALS,RIGHT-TO-KNOW NETWORK,http://www.rtknet.org,NONE,ENTERPRISE PRODTS OPERATING LP,NOT AVAILABLE,WITHIN 40 FEET,REFINED,16657,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1503,ENBRIDGE PIPELINES - ALEXANDER,ANLTK38001,CO RD. 16 & HWY 85,ALEXANDER,ND,58801,NOT AVAILABLE,(701) 572-7948,BREAKOUT TANKS - CRUDE,IN SERVICE,MCKENZIE,38053,47.979641,-103.660765,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.enbridgeus.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,75770,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1504,TESORO HIGH PLAINS PIPELINE COMPANY LLC - FRYBURG TERMINAL,ANLTK38002,"SEC 1, T139N, R101W",FRYBURG,ND,58622,NOT AVAILABLE,NOT AVAILABLE,BREAKOUT TANKS - CRUDE,IN SERVICE,BILLINGS,38007,46.902853,-103.29569,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,NOT AVAILABLE,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,50000,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1505,ENBRIDGE PIPELINES - GLENBURN,ANLTK38003,2229 77TH ST. NW,GLENBURN,ND,58740,NOT AVAILABLE,(701) 362-7340,BREAKOUT TANKS - CRUDE,IN SERVICE,RENVILLE,38075,48.531674,-101.200218,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.enbridgeus.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,50000,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1506,ENBRIDGE PIPELINES - GRENORA,ANLTK38004,150TH DR. NW,GLENORA,ND,58845,NOT AVAILABLE,(701) 664-3612,BREAKOUT TANKS - CRUDE,IN SERVICE,WILLIAMS,38105,48.603994,-103.950671,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.enbridgeus.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,45000,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1507,CHS - GRAND FORKS,ANLTK38005,4115 27TH AVENUE NORTH,GRAND FORKS,ND,58203,NOT AVAILABLE,(701) 746-4558,ASPHALT TERMINAL,IN SERVICE,GRAND FORKS,38035,47.948537,-97.086116,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.chsinc.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,ASPHALT,108000,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1508,MAGELLAN PIPELINE COMPANY,ANLTK38006,3930 GATEWAY DRIVE,GRAND FORKS,ND,58203,NOT AVAILABLE,(701) 775-6256,BULK TERMINAL,IN SERVICE,GRAND FORKS,38035,47.935396,-97.085801,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.magellanlp.com/,T-45-ND-3500,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,332300,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1509,NUSTAR PIPELINE OPERATING PARTNERSHIP LP - JAMESTOWN EAST TERMINAL,ANLTK38007,3790 HIGHWAY 281 SE,JAMESTOWN,ND,58401,NOT AVAILABLE,(701) 252-4091,BULK TERMINAL,IN SERVICE,STUTSMAN,38093,46.864115,-98.710916,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://nustarenergy.com,T-45-ND-3503,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,154000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO
1510,NUSTAR PIPELINE - NORTH TERMINAL,ANLTK38008,3598 74TH AVENUE SOUTHEAST,JAMESTOWN,ND,58401,NOT AVAILABLE,(701) 763-6141,BULK TERMINAL,IN SERVICE,STUTSMAN,38093,46.893911,-98.902641,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://nustarenergy.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,138000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1511,CHS - MANDAN ASPHALT TERMINAL,ANLTK38009,2608 W BURLINGTON NORTHERN DR.,MANDAN,ND,58554,NOT AVAILABLE,(701) 663-8107,ASPHALT TERMINAL,IN SERVICE,MORTON,38059,46.824388,-100.857602,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,https://www.chsinc.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, ASPHALT",125955,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1512,TESORO REFINING AND MARKETING COMPANY,ANLTK38010,900 OLD RED TRAIL NE,MANDAN,ND,58554,NOT AVAILABLE,(701) 667-2400,REFINERY TERMINAL,IN SERVICE,MORTON,38059,46.850913,-100.881551,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.tesoropetroleum.com,T-45-ND-3505,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, ASPHALT, CHEMICALS",309600,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO
1513,ENBRIDGE PIPELINES - MAXBASS,ANLTK38011,2295 90TH STREET NORTHWEST,MAXBASS,ND,58760,NOT AVAILABLE,(701) 268-3191,BREAKOUT TANKS - CRUDE,IN SERVICE,BOTTINEAU,38009,48.720315,-101.208243,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.enbridgeus.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,45000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1514,CHS - MINOT,ANLTK38012,U.S. HWY 2 & 52 WEST,MINOT,ND,58701,NOT AVAILABLE,(701) 852-1666,BULK TERMINAL,IN SERVICE,WARD,38101,48.227701,-101.368466,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.chsinc.com,T-45-ND-3504,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,NOT AVAILABLE,338000,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1515,ENBRIDGE PIPELINES - MINOT,ANLTK38013,2625 RAILWAY AVENUE,MINOT,ND,58701,NOT AVAILABLE,NOT AVAILABLE,BREAKOUT TANKS - CRUDE,IN SERVICE,WARD,38101,48.238006,-101.26075,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.enbridgeus.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,280000,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1516,FARSTAD OIL INCORPORATED (SPF ENERGY INCORPORATED),ANLTK38014,100 27TH STREET NORTHEAST,MINOT,ND,58703,NOT AVAILABLE,(701) 852-1194,BULK TERMINAL,IN SERVICE,WARD,38101,48.241877,-101.254931,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.farstadoil.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,45260,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO
1517,ENBRIDGE PIPELINES - SHERWOOD,ANLTK38015,107TH ST NW,SHERWOOD,ND,58782,NOT AVAILABLE,(701) 664-3612,BREAKOUT TANKS - CRUDE,IN SERVICE,RENVILLE,38075,48.965083,-101.65128,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.enbridgeus.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,50000,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1518,ENBRIDGE PIPELINES - STANLEY,ANLTK38016,6150 HIGHWAY 8,STANLEY,ND,58784,NOT AVAILABLE,(701) 628-2092,BREAKOUT TANKS - CRUDE,IN SERVICE,MOUNTRIAL,38061,48.30357,-102.372511,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.enbridgeus.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,40600,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1519,ENBRIDGE PIPELINES - BEAVER LODGE,ANLTK38017,102 AVE. NW (60TH ST. NW & 104TH AVE NW),TIOGA,ND,58852,NOT AVAILABLE,(701) 664-3612,BREAKOUT TANKS - CRUDE,IN SERVICE,WILLIAMS,38105,48.284921,-102.924368,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.enbridgeus.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,207530,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1520,FLINT HILLS RESOURCES,ANLTK38018,600 CENTER STREET,WEST FARGO,ND,58078,NOT AVAILABLE,(701) 282-4610,ASPHALT TERMINAL,IN SERVICE,CASS,38017,46.883443,-96.900907,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.fhr.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"CRUDE, REFINED, ASPHALT, CHEMICALS",88565,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO
1521,MAGELLAN PIPELINE COMPANY,ANLTK38019,902 MAIN AVENUE EAST,WEST FARGO,ND,58078,NOT AVAILABLE,(701) 277-8902,BULK TERMINAL,IN SERVICE,CASS,38017,46.878277,-96.879729,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,http://www.magellanlp.com/,T-45-ND-3501,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,REFINED,523385,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO
1522,ENBRIDGE PIPELINES - TRENTON,ANLTK38020,HIGHWAY 85 S (P.O. BOX 702),WILLISTON,ND,58801,NOT AVAILABLE,(701) 664-3612,BREAKOUT TANKS - CRUDE,IN SERVICE,WILLIAMS,38105,48.11201,-103.778314,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.enbridgeus.com,NONE,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,CRUDE,40000,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1523,CARRINGTON,ANLTK38021,7605 HWY 200,CARRINGTON,ND,58421,NOT AVAILABLE,NOT AVAILABLE,LPG TERMINAL,IN SERVICE,FOSTER,38031,47.457071,-98.925338,221210,NATURAL GAS DISTRIBUTION,EIA,http://www.kindermorgan.com/,NONE,KINDER MORGAN COCHIN LLC,NOT AVAILABLE,WITHIN 40 FEET,REFINED,-999,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1524,HESS NORTH DAKOTA EXPORT LOGISTICS - TIOGA,ANLTK38022,10384 68TH ST NW,TIOGA,ND,58852,NOT AVAILABLE,(701) 664-6200,NGL PLANT,IN SERVICE,WILLIAMS,38105,48.394695,-102.91642,211130,NATURAL GAS EXTRACTION,RIGHT-TO-KNOW NETWORK,http://www.rtknet.org,NONE,HESS CORP,NOT AVAILABLE,WITHIN 40 FEET,REFINED,80450,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO
1525,GRAND FORKS INTERNATIONAL AIRPORT,ANLTK38023,2301 AIRPORT DRIVE,GRAND FORKS,ND,58203,NOT AVAILABLE,(701) 795-6981,AIRPORT,IN SERVICE,GRAND FORKS,38035,47.945692,-97.175658,424710,PETROLEUM BULK STATIONS AND TERMINALS,AIRNAV,http://gfkairport.com/,NONE,GRAND FORKS INTERNATIONAL AIRPORT,NOT AVAILABLE,WITHIN 40 FEET,REFINED,2857,YES,NOT AVAILABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO
1526,HECTOR INTERNATIONAL AIRPORT,ANLTK38024,2801 32ND AVENUE N,FARGO,ND,58102,NOT AVAILABLE,NOT AVAILABLE,AIRPORT,IN SERVICE,CASS,38017,46.917349,-96.829027,424710,PETROLEUM BULK STATIONS AND TERMINALS,AIRNAV,http://fargoairport.com/,NONE,CITY OF FARGO MUNICIPAL AIRPORT AUTHORITY,NOT AVAILABLE,WITHIN 40 FEET,REFINED,-999,YES,NOT AVAILABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO
1527,FARGO JET CENTER - HECTOR INTERNATIONAL AIRPORT,ANLTK38025,3801 20TH STREET N,FARGO,ND,58102,NOT AVAILABLE,(800) 770-0538,AIRPORT,IN SERVICE,CASS,38017,46.930481,-96.806086,424710,PETROLEUM BULK STATIONS AND TERMINALS,AIRNAV,http://fargoairport.com/,NONE,NOT AVAILABLE,PARAGON AVIATION GROUP,WITHIN 40 FEET,REFINED,-999,YES,NOT AVAILABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO
1528,MINOT INTERNATIONAL AIRPORT,ANLTK38026,305 AIRPORT ROAD,MINOT,ND,58703,NOT AVAILABLE,(701) 857-4738,AIRPORT,IN SERVICE,WARD,38101,48.263734,-101.292732,424710,PETROLEUM BULK STATIONS AND TERMINALS,AIRNAV,http://www.motairport.com/,NONE,CITY OF MINOT,MINOT AERO CENTER,WITHIN 40 FEET,REFINED,1429,YES,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO
1529,PEMBINA MUNICIPAL AIRPORT,ANLTK38027,10597 OLD HIGHWAY 81,PEMBINA,ND,58225,NOT AVAILABLE,NOT AVAILABLE,AIRPORT,IN SERVICE,PEMBINA,38067,48.947956,-97.239488,424710,PETROLEUM BULK STATIONS AND TERMINALS,AIRNAV,https://www.airnav.com/,NONE,PEMBINA AIRPORT AUTHORITY,NOT AVAILABLE,WITHIN 40 FEET,REFINED,-999,YES,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
1530,SIGNATURE FLIGHT SERVICES - SLOULIN FIELD INTERNATIONAL AIRPORT,ANLTK38028,401 AIRPORT ROAD,WILLISTON,ND,58801,NOT AVAILABLE,(701) 774-2300,AIRPORT,IN SERVICE,WILLIAMS,38105,48.175747,-103.629719,424710,PETROLEUM BULK STATIONS AND TERMINALS,AIRNAV,http://www.flywilliston.net/,NONE,SIGNATURE FLIGHT SUPPORT,SIGNATURE FLIGHT SUPPORT,WITHIN 40 FEET,REFINED,-999,YES,NOT AVAILABLE,NO,NO,NO,NO,NOT AVAILABLE,NOT AVAILABLE,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO
1531,SUNOCO PARTNERS MARKETING & TERMINALS L.P. - AKRON TERMINAL,ANLTK39001,999 HOME AVENUE,AKRON,OH,44310,NOT AVAILABLE,(330) 253-7733,BULK TERMINAL,IN SERVICE,SUMMIT,39153,41.098533,-81.487484,424710,PETROLEUM BULK STATIONS AND TERMINALS,EIA,www.sunocologistics.com,T-34-OH-3159,NOT AVAILABLE,NOT AVAILABLE,WITHIN 40 FEET,"REFINED, BIOFUEL",98200,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO
